datetime,open,high,low,close,volume
2023-05-02,18124.8008,18180.25,18101.75,18147.6504,265200
2023-05-03,18113.8008,18116.3496,18042.4004,18089.8496,226200
2023-05-04,18081.0,18267.4492,18066.6992,18255.8008,226600
2023-05-05,18117.3008,18216.9492,18055.4492,18069.0,239700
2023-05-08,18120.5996,18286.9492,18100.3008,18264.4004,228400
2023-05-09,18303.4004,18344.1992,18229.6504,18265.9492,245400
2023-05-10,18313.5996,18326.75,18211.9492,18315.0996,220500
2023-05-11,18357.8008,18389.6992,18270.4004,18297.0,248900
2023-05-12,18273.75,18342.75,18194.5508,18314.8008,241700
2023-05-15,18339.3008,18458.9004,18287.9004,18398.8496,216100
2023-05-16,18432.3496,18432.3496,18264.3496,18286.5,219500
2023-05-17,18300.4492,18309.0,18115.3496,18181.75,229900
2023-05-18,18287.5,18297.1992,18104.8496,18129.9492,272100
2023-05-19,18186.1504,18218.0996,18060.4004,18203.4004,260900
2023-05-22,18201.0996,18335.25,18178.8496,18314.4004,262600
2023-05-23,18362.9004,18419.75,18324.1992,18348.0,270400
2023-05-24,18294.8008,18392.5996,18262.9492,18285.4004,232600
2023-05-25,18268.9004,18338.0996,18202.4004,18321.1504,235900
2023-05-26,18368.3496,18508.5508,18333.1504,18499.3496,198700
2023-05-29,18619.1504,18641.1992,18581.25,18598.6504,265300
2023-05-30,18606.6504,18662.4492,18575.5,18633.8496,234400
2023-05-31,18594.1992,18603.9004,18483.8496,18534.4004,696500
2023-06-01,18579.4004,18580.3008,18464.5508,18487.75,265600
2023-06-02,18550.8496,18573.6992,18478.4004,18534.0996,270900
2023-06-05,18612.0,18640.1504,18582.8008,18593.8496,256100
2023-06-06,18600.8008,18622.75,18531.5996,18599.0,220800
2023-06-07,18665.5996,18738.9492,18636.0,18726.4004,260100
2023-06-08,18725.3496,18777.9004,18615.5996,18634.5508,286500
2023-06-09,18655.9004,18676.6504,18555.4004,18563.4004,221800
2023-06-12,18595.0508,18633.5996,18559.75,18601.5,179500
2023-06-13,18631.8008,18728.9004,18631.8008,18716.1504,233200
2023-06-14,18744.5996,18769.6992,18690.0,18755.9004,261400
2023-06-15,18774.4492,18794.0996,18669.0508,18688.0996,263000
2023-06-16,18723.3008,18864.6992,18710.5,18826.0,272800
2023-06-19,18873.3008,18881.4492,18719.1504,18755.4492,219800
2023-06-20,18752.3496,18839.6992,18660.6504,18816.6992,211600
2023-06-21,18849.4004,18875.9004,18794.8496,18856.8496,217500
2023-06-22,18853.5996,18886.5996,18759.5,18771.25,252700
2023-06-23,18741.8496,18756.4004,18647.0996,18665.5,210600
2023-06-26,18682.3496,18722.0508,18646.6992,18691.1992,171300
2023-06-27,18748.5508,18829.25,18714.25,18817.4004,222500
2023-06-28,18908.1504,19011.25,18861.3496,18972.0996,398800
2023-06-30,19076.8496,19201.6992,19024.5996,19189.0508,247900
2023-07-03,19246.5,19345.0996,19234.4004,19322.5508,226100
2023-07-04,19406.5996,19434.1504,19300.0,19389.0,226900
2023-07-05,19405.9492,19421.5996,19339.5996,19398.5,224400
2023-07-06,19385.6992,19512.1992,19373.0,19497.3008,268300
2023-07-07,19422.8008,19523.5996,19303.5996,19331.8008,237100
2023-07-10,19400.3496,19435.8496,19327.0996,19355.9004,268200
2023-07-11,19427.0996,19515.0996,19406.4492,19439.4004,251300
2023-07-12,19497.4492,19507.6992,19361.75,19384.3008,327900
2023-07-13,19495.1992,19567.0,19385.8008,19413.75,310400
2023-07-14,19493.4492,19595.3496,19433.5,19564.5,291200
2023-07-17,19612.1504,19731.8496,19562.9492,19711.4492,268700
2023-07-18,19787.5,19819.4492,19690.1992,19749.25,286400
2023-07-19,19802.9492,19851.6992,19727.4492,19833.1504,259700
2023-07-20,19831.6992,19991.8496,19758.4004,19979.1504,274700
2023-07-21,19800.4492,19887.4004,19700.0,19745.0,312500
2023-07-24,19748.4492,19782.75,19658.3008,19672.3496,265600
2023-07-25,19729.3496,19729.3496,19615.9492,19680.5996,369700
2023-07-26,19733.3496,19825.5996,19716.6992,19778.3008,244700
2023-07-27,19850.9004,19867.5508,19603.5508,19659.9004,334900
2023-07-28,19659.75,19695.9004,19563.0996,19646.0508,258700
2023-07-31,19666.3496,19772.75,19597.5996,19753.8008,295100
2023-08-01,19784.0,19795.5996,19704.5996,19733.5508,298000
2023-08-02,19655.4004,19678.25,19423.5508,19526.5508,290700
2023-08-03,19463.75,19537.6504,19296.4492,19381.6504,315700
2023-08-04,19462.8008,19538.8496,19436.4492,19517.0,280800
2023-08-07,19576.8496,19620.4492,19524.8008,19597.3008,216600
2023-08-08,19627.1992,19634.4004,19533.0996,19570.8496,260300
2023-08-09,19578.8008,19645.5,19467.5,19632.5508,266500
2023-08-10,19605.5508,19623.5996,19495.4004,19543.0996,312200
2023-08-11,19554.25,19557.75,19412.75,19428.3008,235500
2023-08-14,19383.9492,19465.8496,19257.9004,19434.5508,243900
2023-08-16,19369.0,19482.75,19317.1992,19465.0,0
2023-08-17,19450.5508,19461.5508,19326.25,19365.25,268700
2023-08-18,19301.75,19373.8008,19253.5996,19310.1504,256100
2023-08-21,19320.6504,19425.9492,19296.3008,19393.5996,262600
2023-08-22,19417.0996,19443.5,19381.3008,19396.4492,208700
2023-08-23,19439.1992,19472.0508,19366.5996,19444.0,225200
2023-08-24,19535.1504,19584.4492,19369.0,19386.6992,268300
2023-08-25,19297.4004,19339.5508,19229.6992,19265.8008,466500
2023-08-28,19298.3496,19366.8496,19249.6992,19306.0508,248200
2023-08-29,19374.8496,19377.9004,19309.0996,19342.6504,307400
2023-08-30,19433.4492,19452.8008,19334.75,19347.4492,233000
2023-08-31,19375.5508,19388.1992,19223.6504,19253.8008,562600
2023-09-01,19258.1504,19458.5508,19255.6992,19435.3008,333000
2023-09-04,19525.0508,19545.1504,19432.8496,19528.8008,296800
2023-09-05,19564.6504,19587.0508,19525.75,19574.9004,256800
2023-09-06,19581.1992,19636.4492,19491.5,19611.0508,287600
2023-09-07,19598.6504,19737.0,19550.0508,19727.0508,304900
2023-09-08,19774.8008,19867.1504,19727.0508,19819.9492,288100
2023-09-11,19890.0,20008.1504,19865.3496,19996.3496,248800
2023-09-12,20110.1504,20110.3496,19914.6504,19993.1992,328100
2023-09-13,19989.5,20096.9004,19944.0996,20070.0,251400
2023-09-14,20127.9492,20167.6504,20043.4492,20103.0996,275100
2023-09-15,20156.4492,20222.4492,20129.6992,20192.3496,438200
2023-09-18,20155.9492,20195.3496,20115.6992,20133.3008,264900
2023-09-20,19980.75,20050.6504,19878.8496,19901.4004,378100
2023-09-21,19840.5508,19848.75,19709.9492,19742.3496,275100
2023-09-22,19744.8496,19798.6504,19657.5,19674.25,246400
2023-09-25,19678.1992,19734.1504,19601.5508,19674.5508,188400
2023-09-26,19682.8008,19699.3496,19637.4492,19664.6992,204900
2023-09-27,19637.0508,19730.6992,19554.0,19716.4492,203600
2023-09-28,19761.8008,19766.6504,19492.0996,19523.5508,352800
2023-09-29,19581.1992,19726.25,19551.0508,19638.3008,243500
2023-10-03,19622.4004,19623.1992,19479.6504,19528.75,221700
2023-10-04,19446.3008,19457.8008,19333.5996,19436.0996,277100
2023-10-05,19521.8496,19576.9492,19487.3008,19545.75,234900
2023-10-06,19621.1992,19675.75,19589.4004,19653.5,159100
2023-10-09,19539.4492,19588.9492,19480.5,19512.3496,165100
2023-10-10,19565.5996,19717.8008,19565.4492,19689.8496,216600
2023-10-11,19767.0,19839.1992,19756.9492,19811.3496,213700
2023-10-12,19822.6992,19843.3008,19772.6504,19794.0,217900
2023-10-13,19654.5508,19805.4004,19635.3008,19751.0508,255000
2023-10-16,19737.25,19781.3008,19691.8496,19731.75,181000
2023-10-17,19843.1992,19849.75,19775.6504,19811.5,185800
2023-10-18,19820.4492,19840.9492,19659.9492,19671.0996,198900
2023-10-19,19545.1992,19681.8008,19512.3496,19624.6992,230300
2023-10-20,19542.1504,19593.8008,19518.6992,19542.6504,198300
2023-10-23,19521.5996,19556.8496,19257.8496,19281.75,176000
2023-10-25,19286.4492,19347.3008,19074.1504,19122.1504,225300
2023-10-26,19027.25,19041.6992,18837.8496,18857.25,300400
2023-10-27,18928.75,19076.1504,18926.6504,19047.25,205200
2023-10-30,19053.4004,19158.5,18940.0,19140.9004,180100
2023-10-31,19232.9492,19233.6992,19056.4492,19079.5996,206000
2023-11-01,19064.0508,19096.0508,18973.6992,18989.1504,194100
2023-11-02,19120.0,19175.25,19064.1504,19133.25,245600
2023-11-03,19241.0,19276.25,19210.9004,19230.5996,189500
2023-11-06,19345.8496,19423.0,19309.6992,19411.75,180700
2023-11-07,19404.0508,19423.5,19329.0996,19406.6992,198700
2023-11-08,19449.5996,19464.4004,19401.5,19443.5,195000
2023-11-09,19457.4004,19463.9004,19378.3496,19395.3008,208400
2023-11-10,19351.8496,19451.3008,19329.4492,19425.3496,152200
2023-11-13,19486.75,19494.4004,19414.75,19443.5508,189300
2023-11-15,19651.4004,19693.1992,19579.6504,19675.4492,291500
2023-11-16,19674.6992,19875.25,19627.0,19765.1992,282700
2023-11-17,19674.75,19806.0,19667.4492,19731.8008,236800
2023-11-20,19731.1504,19756.4492,19670.5,19694.0,173800
2023-11-21,19770.9004,19829.0996,19754.0508,19783.4004,195000
2023-11-22,19784.0,19825.5508,19703.8496,19811.8496,184500
2023-11-23,19828.4492,19875.1504,19786.75,19802.0,170000
2023-11-24,19809.5996,19832.8496,19768.8496,19794.6992,145900
2023-11-28,19844.6504,19916.8496,19800.0,19889.6992,229600
2023-11-29,19976.5508,20104.6504,19956.3008,20096.5996,236200
2023-11-30,20108.5,20158.6992,20015.8496,20133.1504,486600
2023-12-01,20194.0996,20291.5508,20183.6992,20267.9004,265800
2023-12-04,20601.9492,20702.6504,20507.75,20686.8008,381100
2023-12-05,20808.9004,20864.0508,20711.1504,20855.0996,421000
2023-12-06,20950.75,20961.9492,20852.1504,20937.6992,359200
2023-12-07,20932.4004,20941.25,20850.8008,20901.1504,275000
